index,original,resolved,passed
3797,The employee submitted the report. The boss reviewed it.,The employee submitted the report. The boss reviewed it.,False
3798,The employee submitted the report. The boss reviewed it.,The employee submitted the report. The boss reviewed it.,False
3799,The employee submitted the report. The boss reviewed it.,The employee submitted the report. The boss reviewed it.,False
3800,The employee submitted the report. The boss reviewed it.,The employee submitted the report. The boss reviewed it.,False
3801,The employee submitted the report. The boss reviewed it.,The employee submitted the report. The boss reviewed it.,False
3802,The employee submitted the report. The boss reviewed it.,The employee submitted the report. The boss reviewed it.,False
3803,The employee submitted the report. The boss reviewed it.,The employee submitted the report. The boss reviewed it.,False
3804,The employee submitted the report. The boss reviewed it.,The employee submitted the report. The boss reviewed it.,False
3805,The employee submitted the report. The boss reviewed it.,The employee submitted the report. The boss reviewed it.,False
3806,The officer signed the document. He filed it immediately.,The officer signed the document. The officer filed it immediately.,True
3807,The officer signed the document. He filed it immediately.,The officer signed the document. The officer filed it immediately.,True
3808,The officer signed the document. He filed it immediately.,The officer signed the document. The officer filed it immediately.,True
3809,The officer signed the document. He filed it immediately.,The officer signed the document. The officer filed it immediately.,True
3810,The officer signed the document. He filed it immediately.,The officer signed the document. The officer filed it immediately.,True
3811,The officer signed the document. He filed it immediately.,The officer signed the document. The officer filed it immediately.,True
3812,The officer signed the document. He filed it immediately.,The officer signed the document. The officer filed it immediately.,True
3813,The officer signed the document. He filed it immediately.,The officer signed the document. The officer filed it immediately.,True
3814,The officer signed the document. He filed it immediately.,The officer signed the document. The officer filed it immediately.,True
3815,The officer signed the document. He filed it immediately.,The officer signed the document. The officer filed it immediately.,True
3816,The officer signed the document. He filed it immediately.,The officer signed the document. The officer filed it immediately.,True
3817,The colleague helped with the task. She completed it before the deadline.,The colleague helped with the task. The colleague completed it before the deadline.,True
3818,The colleague helped with the task. She completed it before the deadline.,The colleague helped with the task. The colleague completed it before the deadline.,True
3819,The colleague helped with the task. She completed it before the deadline.,The colleague helped with the task. The colleague completed it before the deadline.,True
3820,The colleague helped with the task. She completed it before the deadline.,The colleague helped with the task. The colleague completed it before the deadline.,True
3821,The colleague helped with the task. She completed it before the deadline.,The colleague helped with the task. The colleague completed it before the deadline.,True
3822,The colleague helped with the task. She completed it before the deadline.,The colleague helped with the task. The colleague completed it before the deadline.,True
3823,The colleague helped with the task. She completed it before the deadline.,The colleague helped with the task. The colleague completed it before the deadline.,True
3824,The colleague helped with the task. She completed it before the deadline.,The colleague helped with the task. The colleague completed it before the deadline.,True
3825,The colleague helped with the task. She completed it before the deadline.,The colleague helped with the task. The colleague completed it before the deadline.,True
3826,The colleague helped with the task. She completed it before the deadline.,The colleague helped with the task. The colleague completed it before the deadline.,True
3827,The colleague helped with the task. She completed it before the deadline.,The colleague helped with the task. The colleague completed it before the deadline.,True
3828,The boss called a meeting. He explained the new project in it.,The boss called a meeting. The boss explained the new project in it.,True
3829,The boss called a meeting. He explained the new project in it.,The boss called a meeting. The boss explained the new project in it.,True
3830,The boss called a meeting. He explained the new project in it.,The boss called a meeting. The boss explained the new project in it.,True
3831,The boss called a meeting. He explained the new project in it.,The boss called a meeting. The boss explained the new project in it.,True
3832,The boss called a meeting. He explained the new project in it.,The boss called a meeting. The boss explained the new project in it.,True
3833,The boss called a meeting. He explained the new project in it.,The boss called a meeting. The boss explained the new project in it.,True
3834,The boss called a meeting. He explained the new project in it.,The boss called a meeting. The boss explained the new project in it.,True
3835,The boss called a meeting. He explained the new project in it.,The boss called a meeting. The boss explained the new project in it.,True
3836,The boss called a meeting. He explained the new project in it.,The boss called a meeting. The boss explained the new project in it.,True
3837,The boss called a meeting. He explained the new project in it.,The boss called a meeting. The boss explained the new project in it.,True
3838,The boss called a meeting. He explained the new project in it.,The boss called a meeting. The boss explained the new project in it.,True
3839,The worker arrived early. She finished the task before lunch.,The worker arrived early. The worker finished the task before lunch.,True
3840,The worker arrived early. She finished the task before lunch.,The worker arrived early. The worker finished the task before lunch.,True
3841,The worker arrived early. She finished the task before lunch.,The worker arrived early. The worker finished the task before lunch.,True
3842,The worker arrived early. She finished the task before lunch.,The worker arrived early. The worker finished the task before lunch.,True
3843,The worker arrived early. She finished the task before lunch.,The worker arrived early. The worker finished the task before lunch.,True
3844,The worker arrived early. She finished the task before lunch.,The worker arrived early. The worker finished the task before lunch.,True
3845,The worker arrived early. She finished the task before lunch.,The worker arrived early. The worker finished the task before lunch.,True
3846,The worker arrived early. She finished the task before lunch.,The worker arrived early. The worker finished the task before lunch.,True
3847,The worker arrived early. She finished the task before lunch.,The worker arrived early. The worker finished the task before lunch.,True
3848,The worker arrived early. She finished the task before lunch.,The worker arrived early. The worker finished the task before lunch.,True
3849,The worker arrived early. She finished the task before lunch.,The worker arrived early. The worker finished the task before lunch.,True
3850,The manager praised the team. They felt motivated after it.,The manager praised the team. They felt motivated after it.,False
3851,The manager praised the team. They felt motivated after it.,The manager praised the team. They felt motivated after it.,False
3852,The manager praised the team. They felt motivated after it.,The manager praised the team. They felt motivated after it.,False
3853,The manager praised the team. They felt motivated after it.,The manager praised the team. They felt motivated after it.,False
3854,The manager praised the team. They felt motivated after it.,The manager praised the team. They felt motivated after it.,False
3855,The manager praised the team. They felt motivated after it.,The manager praised the team. They felt motivated after it.,False
3856,The manager praised the team. They felt motivated after it.,The manager praised the team. They felt motivated after it.,False
3857,The manager praised the team. They felt motivated after it.,The manager praised the team. They felt motivated after it.,False
3858,The manager praised the team. They felt motivated after it.,The manager praised the team. They felt motivated after it.,False
3859,The manager praised the team. They felt motivated after it.,The manager praised the team. They felt motivated after it.,False
3860,The manager praised the team. They felt motivated after it.,The manager praised the team. They felt motivated after it.,False
3861,The employee got a promotion. She celebrated it with her colleagues.,The employee got a promotion. The employee celebrated it with the employee colleagues.,True
3862,The employee got a promotion. She celebrated it with her colleagues.,The employee got a promotion. The employee celebrated it with the employee colleagues.,True
3863,The employee got a promotion. She celebrated it with her colleagues.,The employee got a promotion. The employee celebrated it with the employee colleagues.,True
3864,The employee got a promotion. She celebrated it with her colleagues.,The employee got a promotion. The employee celebrated it with the employee colleagues.,True
3865,The employee got a promotion. She celebrated it with her colleagues.,The employee got a promotion. The employee celebrated it with the employee colleagues.,True
3866,The employee got a promotion. She celebrated it with her colleagues.,The employee got a promotion. The employee celebrated it with the employee colleagues.,True
3867,The employee got a promotion. She celebrated it with her colleagues.,The employee got a promotion. The employee celebrated it with the employee colleagues.,True
3868,The employee got a promotion. She celebrated it with her colleagues.,The employee got a promotion. The employee celebrated it with the employee colleagues.,True
3869,The employee got a promotion. She celebrated it with her colleagues.,The employee got a promotion. The employee celebrated it with the employee colleagues.,True
3870,The employee got a promotion. She celebrated it with her colleagues.,The employee got a promotion. The employee celebrated it with the employee colleagues.,True
3871,The employee got a promotion. She celebrated it with her colleagues.,The employee got a promotion. The employee celebrated it with the employee colleagues.,True
3872,The company launched a product. The team marketed it well.,The company launched a product. The team marketed the company well.,True
3873,The company launched a product. The team marketed it well.,The company launched a product. The team marketed the company well.,True
3874,The company launched a product. The team marketed it well.,The company launched a product. The team marketed the company well.,True
3875,The company launched a product. The team marketed it well.,The company launched a product. The team marketed the company well.,True
3876,The company launched a product. The team marketed it well.,The company launched a product. The team marketed the company well.,True
3877,The company launched a product. The team marketed it well.,The company launched a product. The team marketed the company well.,True
3878,The company launched a product. The team marketed it well.,The company launched a product. The team marketed the company well.,True
3879,The company launched a product. The team marketed it well.,The company launched a product. The team marketed the company well.,True
3880,The company launched a product. The team marketed it well.,The company launched a product. The team marketed the company well.,True
3881,The company launched a product. The team marketed it well.,The company launched a product. The team marketed the company well.,True
3882,The company launched a product. The team marketed it well.,The company launched a product. The team marketed the company well.,True
3883,The accountant submitted the budget. The director approved it.,The accountant submitted the budget. The director approved it.,False
3884,The accountant submitted the budget. The director approved it.,The accountant submitted the budget. The director approved it.,False
3885,The accountant submitted the budget. The director approved it.,The accountant submitted the budget. The director approved it.,False
3886,The accountant submitted the budget. The director approved it.,The accountant submitted the budget. The director approved it.,False
3887,The accountant submitted the budget. The director approved it.,The accountant submitted the budget. The director approved it.,False
3888,The accountant submitted the budget. The director approved it.,The accountant submitted the budget. The director approved it.,False
3889,The accountant submitted the budget. The director approved it.,The accountant submitted the budget. The director approved it.,False
3890,The accountant submitted the budget. The director approved it.,The accountant submitted the budget. The director approved it.,False
3891,The accountant submitted the budget. The director approved it.,The accountant submitted the budget. The director approved it.,False
3892,The accountant submitted the budget. The director approved it.,The accountant submitted the budget. The director approved it.,False
3893,The accountant submitted the budget. The director approved it.,The accountant submitted the budget. The director approved it.,False
3894,The designer made a poster. The team liked it immediately.,The designer made a poster. The team liked it immediately.,False
3895,The designer made a poster. The team liked it immediately.,The designer made a poster. The team liked it immediately.,False
3896,The designer made a poster. The team liked it immediately.,The designer made a poster. The team liked it immediately.,False
3897,The designer made a poster. The team liked it immediately.,The designer made a poster. The team liked it immediately.,False
3898,The designer made a poster. The team liked it immediately.,The designer made a poster. The team liked it immediately.,False
3899,The designer made a poster. The team liked it immediately.,The designer made a poster. The team liked it immediately.,False
3900,The designer made a poster. The team liked it immediately.,The designer made a poster. The team liked it immediately.,False
3901,The designer made a poster. The team liked it immediately.,The designer made a poster. The team liked it immediately.,False
3902,The designer made a poster. The team liked it immediately.,The designer made a poster. The team liked it immediately.,False
3903,The designer made a poster. The team liked it immediately.,The designer made a poster. The team liked it immediately.,False
3904,The designer made a poster. The team liked it immediately.,The designer made a poster. The team liked it immediately.,False
3905,The engineer tested the machine. She reported the result to the manager.,The engineer tested the machine. The engineer reported the result to the manager.,True
3906,The engineer tested the machine. She reported the result to the manager.,The engineer tested the machine. The engineer reported the result to the manager.,True
3907,The engineer tested the machine. She reported the result to the manager.,The engineer tested the machine. The engineer reported the result to the manager.,True
3908,The engineer tested the machine. She reported the result to the manager.,The engineer tested the machine. The engineer reported the result to the manager.,True
3909,The engineer tested the machine. She reported the result to the manager.,The engineer tested the machine. The engineer reported the result to the manager.,True
3910,The engineer tested the machine. She reported the result to the manager.,The engineer tested the machine. The engineer reported the result to the manager.,True
3911,The engineer tested the machine. She reported the result to the manager.,The engineer tested the machine. The engineer reported the result to the manager.,True
3912,The engineer tested the machine. She reported the result to the manager.,The engineer tested the machine. The engineer reported the result to the manager.,True
3913,The engineer tested the machine. She reported the result to the manager.,The engineer tested the machine. The engineer reported the result to the manager.,True
3914,The engineer tested the machine. She reported the result to the manager.,The engineer tested the machine. The engineer reported the result to the manager.,True
3915,The engineer tested the machine. She reported the result to the manager.,The engineer tested the machine. The engineer reported the result to the manager.,True
3916,The salesperson closed the deal. He reported it to his supervisor.,The salesperson closed the deal. The salesperson reported it to the salesperson's supervisor.,True
3917,The salesperson closed the deal. He reported it to his supervisor.,The salesperson closed the deal. The salesperson reported it to the salesperson's supervisor.,True
3918,The salesperson closed the deal. He reported it to his supervisor.,The salesperson closed the deal. The salesperson reported it to the salesperson's supervisor.,True
3919,The salesperson closed the deal. He reported it to his supervisor.,The salesperson closed the deal. The salesperson reported it to the salesperson's supervisor.,True
3920,The salesperson closed the deal. He reported it to his supervisor.,The salesperson closed the deal. The salesperson reported it to the salesperson's supervisor.,True
3921,The salesperson closed the deal. He reported it to his supervisor.,The salesperson closed the deal. The salesperson reported it to the salesperson's supervisor.,True
3922,The salesperson closed the deal. He reported it to his supervisor.,The salesperson closed the deal. The salesperson reported it to the salesperson's supervisor.,True
3923,The salesperson closed the deal. He reported it to his supervisor.,The salesperson closed the deal. The salesperson reported it to the salesperson's supervisor.,True
3924,The salesperson closed the deal. He reported it to his supervisor.,The salesperson closed the deal. The salesperson reported it to the salesperson's supervisor.,True
3925,The salesperson closed the deal. He reported it to his supervisor.,The salesperson closed the deal. The salesperson reported it to the salesperson's supervisor.,True
3926,The salesperson closed the deal. He reported it to his supervisor.,The salesperson closed the deal. The salesperson reported it to the salesperson's supervisor.,True
3927,The office moved to a new building. They set up their desks in it.,The office moved to a new building. The office set up the office's desks in it.,True
3928,The office moved to a new building. They set up their desks in it.,The office moved to a new building. The office set up the office's desks in it.,True
3929,The office moved to a new building. They set up their desks in it.,The office moved to a new building. The office set up the office's desks in it.,True
3930,The office moved to a new building. They set up their desks in it.,The office moved to a new building. The office set up the office's desks in it.,True
3931,The office moved to a new building. They set up their desks in it.,The office moved to a new building. The office set up the office's desks in it.,True
3932,The office moved to a new building. They set up their desks in it.,The office moved to a new building. The office set up the office's desks in it.,True
3933,The office moved to a new building. They set up their desks in it.,The office moved to a new building. The office set up the office's desks in it.,True
3934,The office moved to a new building. They set up their desks in it.,The office moved to a new building. The office set up the office's desks in it.,True
3935,The office moved to a new building. They set up their desks in it.,The office moved to a new building. The office set up the office's desks in it.,True
3936,The office moved to a new building. They set up their desks in it.,The office moved to a new building. The office set up the office's desks in it.,True
3937,The office moved to a new building. They set up their desks in it.,The office moved to a new building. The office set up the office's desks in it.,True
3938,Ritu went to the market. She bought vegetables for dinner.,Ritu went to the market. Ritu bought vegetables for dinner.,True
3939,Ritu went to the market. She bought vegetables for dinner.,Ritu went to the market. Ritu bought vegetables for dinner.,True
3940,Ritu went to the market. She bought vegetables for dinner.,Ritu went to the market. Ritu bought vegetables for dinner.,True
3941,Ritu went to the market. She bought vegetables for dinner.,Ritu went to the market. Ritu bought vegetables for dinner.,True
3942,Ritu went to the market. She bought vegetables for dinner.,Ritu went to the market. Ritu bought vegetables for dinner.,True
3943,Ritu went to the market. She bought vegetables for dinner.,Ritu went to the market. Ritu bought vegetables for dinner.,True
3944,Ritu went to the market. She bought vegetables for dinner.,Ritu went to the market. Ritu bought vegetables for dinner.,True
3945,Ritu went to the market. She bought vegetables for dinner.,Ritu went to the market. Ritu bought vegetables for dinner.,True
3946,Ritu went to the market. She bought vegetables for dinner.,Ritu went to the market. Ritu bought vegetables for dinner.,True
3947,Ritu went to the market. She bought vegetables for dinner.,Ritu went to the market. Ritu bought vegetables for dinner.,True
3948,Ritu went to the market. She bought vegetables for dinner.,Ritu went to the market. Ritu bought vegetables for dinner.,True
3949,The baker made fresh bread. He sold it all by noon.,The baker made fresh bread. The baker sold it all by noon.,True
3950,The baker made fresh bread. He sold it all by noon.,The baker made fresh bread. The baker sold it all by noon.,True
3951,The baker made fresh bread. He sold it all by noon.,The baker made fresh bread. The baker sold it all by noon.,True
3952,The baker made fresh bread. He sold it all by noon.,The baker made fresh bread. The baker sold it all by noon.,True
3953,The baker made fresh bread. He sold it all by noon.,The baker made fresh bread. The baker sold it all by noon.,True
3954,The baker made fresh bread. He sold it all by noon.,The baker made fresh bread. The baker sold it all by noon.,True
3955,The baker made fresh bread. He sold it all by noon.,The baker made fresh bread. The baker sold it all by noon.,True
3956,The baker made fresh bread. He sold it all by noon.,The baker made fresh bread. The baker sold it all by noon.,True
3957,The baker made fresh bread. He sold it all by noon.,The baker made fresh bread. The baker sold it all by noon.,True
3958,The baker made fresh bread. He sold it all by noon.,The baker made fresh bread. The baker sold it all by noon.,True
3959,The baker made fresh bread. He sold it all by noon.,The baker made fresh bread. The baker sold it all by noon.,True
3960,The customer ordered tea. The waiter brought it quickly.,The customer ordered tea. The waiter brought it quickly.,False
3961,The customer ordered tea. The waiter brought it quickly.,The customer ordered tea. The waiter brought it quickly.,False
3962,The customer ordered tea. The waiter brought it quickly.,The customer ordered tea. The waiter brought it quickly.,False
3963,The customer ordered tea. The waiter brought it quickly.,The customer ordered tea. The waiter brought it quickly.,False
3964,The customer ordered tea. The waiter brought it quickly.,The customer ordered tea. The waiter brought it quickly.,False
3965,The customer ordered tea. The waiter brought it quickly.,The customer ordered tea. The waiter brought it quickly.,False
3966,The customer ordered tea. The waiter brought it quickly.,The customer ordered tea. The waiter brought it quickly.,False
3967,The customer ordered tea. The waiter brought it quickly.,The customer ordered tea. The waiter brought it quickly.,False
3968,The customer ordered tea. The waiter brought it quickly.,The customer ordered tea. The waiter brought it quickly.,False
3969,The customer ordered tea. The waiter brought it quickly.,The customer ordered tea. The waiter brought it quickly.,False
3970,The customer ordered tea. The waiter brought it quickly.,The customer ordered tea. The waiter brought it quickly.,False
3971,The woman bought rice. She stored it in a large jar.,The woman bought rice. The woman stored it in a large jar.,True
3972,The woman bought rice. She stored it in a large jar.,The woman bought rice. The woman stored it in a large jar.,True
3973,The woman bought rice. She stored it in a large jar.,The woman bought rice. The woman stored it in a large jar.,True
3974,The woman bought rice. She stored it in a large jar.,The woman bought rice. The woman stored it in a large jar.,True
3975,The woman bought rice. She stored it in a large jar.,The woman bought rice. The woman stored it in a large jar.,True
3976,The woman bought rice. She stored it in a large jar.,The woman bought rice. The woman stored it in a large jar.,True
3977,The woman bought rice. She stored it in a large jar.,The woman bought rice. The woman stored it in a large jar.,True
3978,The woman bought rice. She stored it in a large jar.,The woman bought rice. The woman stored it in a large jar.,True
3979,The woman bought rice. She stored it in a large jar.,The woman bought rice. The woman stored it in a large jar.,True
3980,The woman bought rice. She stored it in a large jar.,The woman bought rice. The woman stored it in a large jar.,True
3981,The woman bought rice. She stored it in a large jar.,The woman bought rice. The woman stored it in a large jar.,True
3982,The child wanted ice cream. His father bought it for him.,The child wanted ice cream. His father bought the child for him.,True
3983,The child wanted ice cream. His father bought it for him.,The child wanted ice cream. His father bought the child for him.,True
3984,The child wanted ice cream. His father bought it for him.,The child wanted ice cream. His father bought the child for him.,True
3985,The child wanted ice cream. His father bought it for him.,The child wanted ice cream. His father bought the child for him.,True
3986,The child wanted ice cream. His father bought it for him.,The child wanted ice cream. His father bought the child for him.,True
3987,The child wanted ice cream. His father bought it for him.,The child wanted ice cream. His father bought the child for him.,True
3988,The child wanted ice cream. His father bought it for him.,The child wanted ice cream. His father bought the child for him.,True
3989,The child wanted ice cream. His father bought it for him.,The child wanted ice cream. His father bought the child for him.,True
3990,The child wanted ice cream. His father bought it for him.,The child wanted ice cream. His father bought the child for him.,True
3991,The child wanted ice cream. His father bought it for him.,The child wanted ice cream. His father bought the child for him.,True
3992,The child wanted ice cream. His father bought it for him.,The child wanted ice cream. His father bought the child for him.,True
3993,The cook washed the vegetables. She chopped them finely.,The cook washed the vegetables. She chopped them finely.,False
3994,The cook washed the vegetables. She chopped them finely.,The cook washed the vegetables. She chopped them finely.,False
3995,The cook washed the vegetables. She chopped them finely.,The cook washed the vegetables. She chopped them finely.,False
3996,The cook washed the vegetables. She chopped them finely.,The cook washed the vegetables. She chopped them finely.,False
3997,The cook washed the vegetables. She chopped them finely.,The cook washed the vegetables. She chopped them finely.,False
3998,The cook washed the vegetables. She chopped them finely.,The cook washed the vegetables. She chopped them finely.,False
3999,The cook washed the vegetables. She chopped them finely.,The cook washed the vegetables. She chopped them finely.,False
4000,The cook washed the vegetables. She chopped them finely.,The cook washed the vegetables. She chopped them finely.,False
4001,The cook washed the vegetables. She chopped them finely.,The cook washed the vegetables. She chopped them finely.,False
4002,The cook washed the vegetables. She chopped them finely.,The cook washed the vegetables. She chopped them finely.,False
4003,The cook washed the vegetables. She chopped them finely.,The cook washed the vegetables. She chopped them finely.,False
4004,The man paid the bill. He left a tip with it.,The man paid the bill. The man left a tip with it.,True
4005,The man paid the bill. He left a tip with it.,The man paid the bill. The man left a tip with it.,True
4006,The man paid the bill. He left a tip with it.,The man paid the bill. The man left a tip with it.,True
4007,The man paid the bill. He left a tip with it.,The man paid the bill. The man left a tip with it.,True
4008,The man paid the bill. He left a tip with it.,The man paid the bill. The man left a tip with it.,True
4009,The man paid the bill. He left a tip with it.,The man paid the bill. The man left a tip with it.,True
4010,The man paid the bill. He left a tip with it.,The man paid the bill. The man left a tip with it.,True
4011,The man paid the bill. He left a tip with it.,The man paid the bill. The man left a tip with it.,True
4012,The man paid the bill. He left a tip with it.,The man paid the bill. The man left a tip with it.,True
4013,The man paid the bill. He left a tip with it.,The man paid the bill. The man left a tip with it.,True
4014,The man paid the bill. He left a tip with it.,The man paid the bill. The man left a tip with it.,True
4015,The girl ordered a pizza. She shared it with her friend.,The girl ordered a pizza. The girl shared it with the girl friend.,True
4016,The girl ordered a pizza. She shared it with her friend.,The girl ordered a pizza. The girl shared it with the girl friend.,True
4017,The girl ordered a pizza. She shared it with her friend.,The girl ordered a pizza. The girl shared it with the girl friend.,True
4018,The girl ordered a pizza. She shared it with her friend.,The girl ordered a pizza. The girl shared it with the girl friend.,True
4019,The girl ordered a pizza. She shared it with her friend.,The girl ordered a pizza. The girl shared it with the girl friend.,True
4020,The girl ordered a pizza. She shared it with her friend.,The girl ordered a pizza. The girl shared it with the girl friend.,True
4021,The girl ordered a pizza. She shared it with her friend.,The girl ordered a pizza. The girl shared it with the girl friend.,True
4022,The girl ordered a pizza. She shared it with her friend.,The girl ordered a pizza. The girl shared it with the girl friend.,True
4023,The girl ordered a pizza. She shared it with her friend.,The girl ordered a pizza. The girl shared it with the girl friend.,True
4024,The girl ordered a pizza. She shared it with her friend.,The girl ordered a pizza. The girl shared it with the girl friend.,True
4025,The girl ordered a pizza. She shared it with her friend.,The girl ordered a pizza. The girl shared it with the girl friend.,True
4026,The shopkeeper wrapped the item. He handed it to the customer.,The shopkeeper wrapped the item. He handed the shopkeeper to the customer.,True
4027,The shopkeeper wrapped the item. He handed it to the customer.,The shopkeeper wrapped the item. He handed the shopkeeper to the customer.,True
4028,The shopkeeper wrapped the item. He handed it to the customer.,The shopkeeper wrapped the item. He handed the shopkeeper to the customer.,True
4029,The shopkeeper wrapped the item. He handed it to the customer.,The shopkeeper wrapped the item. He handed the shopkeeper to the customer.,True
4030,The shopkeeper wrapped the item. He handed it to the customer.,The shopkeeper wrapped the item. He handed the shopkeeper to the customer.,True
4031,The shopkeeper wrapped the item. He handed it to the customer.,The shopkeeper wrapped the item. He handed the shopkeeper to the customer.,True
4032,The shopkeeper wrapped the item. He handed it to the customer.,The shopkeeper wrapped the item. He handed the shopkeeper to the customer.,True
4033,The shopkeeper wrapped the item. He handed it to the customer.,The shopkeeper wrapped the item. He handed the shopkeeper to the customer.,True
4034,The shopkeeper wrapped the item. He handed it to the customer.,The shopkeeper wrapped the item. He handed the shopkeeper to the customer.,True
4035,The shopkeeper wrapped the item. He handed it to the customer.,The shopkeeper wrapped the item. He handed the shopkeeper to the customer.,True
4036,The shopkeeper wrapped the item. He handed it to the customer.,The shopkeeper wrapped the item. He handed the shopkeeper to the customer.,True
4037,The woman returned the item. The shop gave her a refund for it.,The woman returned the item. The shop gave the woman a refund for it.,True
4038,The woman returned the item. The shop gave her a refund for it.,The woman returned the item. The shop gave the woman a refund for it.,True
4039,The woman returned the item. The shop gave her a refund for it.,The woman returned the item. The shop gave the woman a refund for it.,True
4040,The woman returned the item. The shop gave her a refund for it.,The woman returned the item. The shop gave the woman a refund for it.,True
4041,The woman returned the item. The shop gave her a refund for it.,The woman returned the item. The shop gave the woman a refund for it.,True
4042,The woman returned the item. The shop gave her a refund for it.,The woman returned the item. The shop gave the woman a refund for it.,True
4043,The woman returned the item. The shop gave her a refund for it.,The woman returned the item. The shop gave the woman a refund for it.,True
4044,The woman returned the item. The shop gave her a refund for it.,The woman returned the item. The shop gave the woman a refund for it.,True
4045,The woman returned the item. The shop gave her a refund for it.,The woman returned the item. The shop gave the woman a refund for it.,True
4046,The woman returned the item. The shop gave her a refund for it.,The woman returned the item. The shop gave the woman a refund for it.,True
4047,The woman returned the item. The shop gave her a refund for it.,The woman returned the item. The shop gave the woman a refund for it.,True
4048,The boy asked for a chocolate. His mother bought one for him.,The boy asked for a chocolate. The boy's mother bought one for the boy.,True
4049,The boy asked for a chocolate. His mother bought one for him.,The boy asked for a chocolate. The boy's mother bought one for the boy.,True
4050,The boy asked for a chocolate. His mother bought one for him.,The boy asked for a chocolate. The boy's mother bought one for the boy.,True
4051,The boy asked for a chocolate. His mother bought one for him.,The boy asked for a chocolate. The boy's mother bought one for the boy.,True
4052,The boy asked for a chocolate. His mother bought one for him.,The boy asked for a chocolate. The boy's mother bought one for the boy.,True
4053,The boy asked for a chocolate. His mother bought one for him.,The boy asked for a chocolate. The boy's mother bought one for the boy.,True
4054,The boy asked for a chocolate. His mother bought one for him.,The boy asked for a chocolate. The boy's mother bought one for the boy.,True
4055,The boy asked for a chocolate. His mother bought one for him.,The boy asked for a chocolate. The boy's mother bought one for the boy.,True
4056,The boy asked for a chocolate. His mother bought one for him.,The boy asked for a chocolate. The boy's mother bought one for the boy.,True
4057,The boy asked for a chocolate. His mother bought one for him.,The boy asked for a chocolate. The boy's mother bought one for the boy.,True
4058,The boy asked for a chocolate. His mother bought one for him.,The boy asked for a chocolate. The boy's mother bought one for the boy.,True
4059,The customer tried the dress. She decided to buy it.,The customer tried the dress. The customer decided to buy it.,True
4060,The customer tried the dress. She decided to buy it.,The customer tried the dress. The customer decided to buy it.,True
4061,The customer tried the dress. She decided to buy it.,The customer tried the dress. The customer decided to buy it.,True
4062,The customer tried the dress. She decided to buy it.,The customer tried the dress. The customer decided to buy it.,True
4063,The customer tried the dress. She decided to buy it.,The customer tried the dress. The customer decided to buy it.,True
4064,The customer tried the dress. She decided to buy it.,The customer tried the dress. The customer decided to buy it.,True
4065,The customer tried the dress. She decided to buy it.,The customer tried the dress. The customer decided to buy it.,True
4066,The customer tried the dress. She decided to buy it.,The customer tried the dress. The customer decided to buy it.,True
4067,The customer tried the dress. She decided to buy it.,The customer tried the dress. The customer decided to buy it.,True
4068,The customer tried the dress. She decided to buy it.,The customer tried the dress. The customer decided to buy it.,True
4069,The customer tried the dress. She decided to buy it.,The customer tried the dress. The customer decided to buy it.,True
4070,The man bargained at the shop. The seller reduced the price for him.,The man bargained at the shop. The seller reduced the price for the man.,True
4071,The man bargained at the shop. The seller reduced the price for him.,The man bargained at the shop. The seller reduced the price for the man.,True
4072,The man bargained at the shop. The seller reduced the price for him.,The man bargained at the shop. The seller reduced the price for the man.,True
4073,The man bargained at the shop. The seller reduced the price for him.,The man bargained at the shop. The seller reduced the price for the man.,True
4074,The man bargained at the shop. The seller reduced the price for him.,The man bargained at the shop. The seller reduced the price for the man.,True
4075,The man bargained at the shop. The seller reduced the price for him.,The man bargained at the shop. The seller reduced the price for the man.,True
4076,The man bargained at the shop. The seller reduced the price for him.,The man bargained at the shop. The seller reduced the price for the man.,True
4077,The man bargained at the shop. The seller reduced the price for him.,The man bargained at the shop. The seller reduced the price for the man.,True
4078,The man bargained at the shop. The seller reduced the price for him.,The man bargained at the shop. The seller reduced the price for the man.,True
4079,The man bargained at the shop. The seller reduced the price for him.,The man bargained at the shop. The seller reduced the price for the man.,True
4080,The man bargained at the shop. The seller reduced the price for him.,The man bargained at the shop. The seller reduced the price for the man.,True
4081,The child spilled the juice at the restaurant. The waiter cleaned it.,The child spilled the juice at the restaurant. The waiter cleaned the child.,True
4082,The child spilled the juice at the restaurant. The waiter cleaned it.,The child spilled the juice at the restaurant. The waiter cleaned the child.,True
4083,The child spilled the juice at the restaurant. The waiter cleaned it.,The child spilled the juice at the restaurant. The waiter cleaned the child.,True
4084,The child spilled the juice at the restaurant. The waiter cleaned it.,The child spilled the juice at the restaurant. The waiter cleaned the child.,True
4085,The child spilled the juice at the restaurant. The waiter cleaned it.,The child spilled the juice at the restaurant. The waiter cleaned the child.,True
4086,The child spilled the juice at the restaurant. The waiter cleaned it.,The child spilled the juice at the restaurant. The waiter cleaned the child.,True
4087,The child spilled the juice at the restaurant. The waiter cleaned it.,The child spilled the juice at the restaurant. The waiter cleaned the child.,True
4088,The child spilled the juice at the restaurant. The waiter cleaned it.,The child spilled the juice at the restaurant. The waiter cleaned the child.,True
4089,The child spilled the juice at the restaurant. The waiter cleaned it.,The child spilled the juice at the restaurant. The waiter cleaned the child.,True
4090,The child spilled the juice at the restaurant. The waiter cleaned it.,The child spilled the juice at the restaurant. The waiter cleaned the child.,True
