input,expected_resolved,should_resolve,target_language
The musicians played at the wedding. The guests danced to their music.,The musicians played at the wedding. The guests danced to the musicians played at's music.,True,malayalam
The musicians played at the wedding. The guests danced to their music.,The musicians played at the wedding. The guests danced to the musicians played at's music.,True,punjabi
The musicians played at the wedding. The guests danced to their music.,The musicians played at the wedding. The guests danced to the musicians played at's music.,True,odia
The musicians played at the wedding. The guests danced to their music.,The musicians played at the wedding. The guests danced to the musicians played at's music.,True,assamese
The child blew the candles. Everyone sang happy birthday for her.,The child blew the candles. Everyone sang happy birthday for the.,True,hindi
The child blew the candles. Everyone sang happy birthday for her.,The child blew the candles. Everyone sang happy birthday for the.,True,bengali
The child blew the candles. Everyone sang happy birthday for her.,The child blew the candles. Everyone sang happy birthday for the.,True,tamil
The child blew the candles. Everyone sang happy birthday for her.,The child blew the candles. Everyone sang happy birthday for the.,True,telugu
The child blew the candles. Everyone sang happy birthday for her.,The child blew the candles. Everyone sang happy birthday for the.,True,marathi
The child blew the candles. Everyone sang happy birthday for her.,The child blew the candles. Everyone sang happy birthday for the.,True,gujarati
The child blew the candles. Everyone sang happy birthday for her.,The child blew the candles. Everyone sang happy birthday for the.,True,kannada
The child blew the candles. Everyone sang happy birthday for her.,The child blew the candles. Everyone sang happy birthday for the.,True,malayalam
The child blew the candles. Everyone sang happy birthday for her.,The child blew the candles. Everyone sang happy birthday for the.,True,punjabi
The child blew the candles. Everyone sang happy birthday for her.,The child blew the candles. Everyone sang happy birthday for the.,True,odia
The child blew the candles. Everyone sang happy birthday for her.,The child blew the candles. Everyone sang happy birthday for the.,True,assamese
The family visited relatives during Eid. They enjoyed the meal together.,The family visited relatives during Eid. The enjoyed the meal together.,True,hindi
The family visited relatives during Eid. They enjoyed the meal together.,The family visited relatives during Eid. The enjoyed the meal together.,True,bengali
The family visited relatives during Eid. They enjoyed the meal together.,The family visited relatives during Eid. The enjoyed the meal together.,True,tamil
The family visited relatives during Eid. They enjoyed the meal together.,The family visited relatives during Eid. The enjoyed the meal together.,True,telugu
The family visited relatives during Eid. They enjoyed the meal together.,The family visited relatives during Eid. The enjoyed the meal together.,True,marathi
The family visited relatives during Eid. They enjoyed the meal together.,The family visited relatives during Eid. The enjoyed the meal together.,True,gujarati
The family visited relatives during Eid. They enjoyed the meal together.,The family visited relatives during Eid. The enjoyed the meal together.,True,kannada
The family visited relatives during Eid. They enjoyed the meal together.,The family visited relatives during Eid. The enjoyed the meal together.,True,malayalam
The family visited relatives during Eid. They enjoyed the meal together.,The family visited relatives during Eid. The enjoyed the meal together.,True,punjabi
The family visited relatives during Eid. They enjoyed the meal together.,The family visited relatives during Eid. The enjoyed the meal together.,True,odia
The family visited relatives during Eid. They enjoyed the meal together.,The family visited relatives during Eid. The enjoyed the meal together.,True,assamese
The boy wore new clothes for the festival. He showed them to his friends.,The boy wore new clothes for the festival. The showed the to the's friends.,True,hindi
The boy wore new clothes for the festival. He showed them to his friends.,The boy wore new clothes for the festival. The showed the to the's friends.,True,bengali
The boy wore new clothes for the festival. He showed them to his friends.,The boy wore new clothes for the festival. The showed the to the's friends.,True,tamil
The boy wore new clothes for the festival. He showed them to his friends.,The boy wore new clothes for the festival. The showed the to the's friends.,True,telugu
The boy wore new clothes for the festival. He showed them to his friends.,The boy wore new clothes for the festival. The showed the to the's friends.,True,marathi
The boy wore new clothes for the festival. He showed them to his friends.,The boy wore new clothes for the festival. The showed the to the's friends.,True,gujarati
The boy wore new clothes for the festival. He showed them to his friends.,The boy wore new clothes for the festival. The showed the to the's friends.,True,kannada
The boy wore new clothes for the festival. He showed them to his friends.,The boy wore new clothes for the festival. The showed the to the's friends.,True,malayalam
The boy wore new clothes for the festival. He showed them to his friends.,The boy wore new clothes for the festival. The showed the to the's friends.,True,punjabi
The boy wore new clothes for the festival. He showed them to his friends.,The boy wore new clothes for the festival. The showed the to the's friends.,True,odia
The boy wore new clothes for the festival. He showed them to his friends.,The boy wore new clothes for the festival. The showed the to the's friends.,True,assamese
The woman prepared rangoli. She spent an hour finishing it.,The woman prepared rangoli. The spent an hour finishing the woman prepared rangoli.,True,hindi
The woman prepared rangoli. She spent an hour finishing it.,The woman prepared rangoli. The spent an hour finishing the woman prepared rangoli.,True,bengali
The woman prepared rangoli. She spent an hour finishing it.,The woman prepared rangoli. The spent an hour finishing the woman prepared rangoli.,True,tamil
The woman prepared rangoli. She spent an hour finishing it.,The woman prepared rangoli. The spent an hour finishing the woman prepared rangoli.,True,telugu
The woman prepared rangoli. She spent an hour finishing it.,The woman prepared rangoli. The spent an hour finishing the woman prepared rangoli.,True,marathi
The woman prepared rangoli. She spent an hour finishing it.,The woman prepared rangoli. The spent an hour finishing the woman prepared rangoli.,True,gujarati
The woman prepared rangoli. She spent an hour finishing it.,The woman prepared rangoli. The spent an hour finishing the woman prepared rangoli.,True,kannada
The woman prepared rangoli. She spent an hour finishing it.,The woman prepared rangoli. The spent an hour finishing the woman prepared rangoli.,True,malayalam
The woman prepared rangoli. She spent an hour finishing it.,The woman prepared rangoli. The spent an hour finishing the woman prepared rangoli.,True,punjabi
The woman prepared rangoli. She spent an hour finishing it.,The woman prepared rangoli. The spent an hour finishing the woman prepared rangoli.,True,odia
The woman prepared rangoli. She spent an hour finishing it.,The woman prepared rangoli. The spent an hour finishing the woman prepared rangoli.,True,assamese
The family watched the fireworks. They gasped at every one of them.,The family watched the fireworks. The gasped at every one of the.,True,hindi
The family watched the fireworks. They gasped at every one of them.,The family watched the fireworks. The gasped at every one of the.,True,bengali
The family watched the fireworks. They gasped at every one of them.,The family watched the fireworks. The gasped at every one of the.,True,tamil
The family watched the fireworks. They gasped at every one of them.,The family watched the fireworks. The gasped at every one of the.,True,telugu
The family watched the fireworks. They gasped at every one of them.,The family watched the fireworks. The gasped at every one of the.,True,marathi
The family watched the fireworks. They gasped at every one of them.,The family watched the fireworks. The gasped at every one of the.,True,gujarati
The family watched the fireworks. They gasped at every one of them.,The family watched the fireworks. The gasped at every one of the.,True,kannada
The family watched the fireworks. They gasped at every one of them.,The family watched the fireworks. The gasped at every one of the.,True,malayalam
The family watched the fireworks. They gasped at every one of them.,The family watched the fireworks. The gasped at every one of the.,True,punjabi
The family watched the fireworks. They gasped at every one of them.,The family watched the fireworks. The gasped at every one of the.,True,odia
The family watched the fireworks. They gasped at every one of them.,The family watched the fireworks. The gasped at every one of the.,True,assamese
The rain flooded the streets. It damaged many cars parked on them.,The rain flooded the streets. The rain flooded the damaged many cars parked on the.,True,hindi
The rain flooded the streets. It damaged many cars parked on them.,The rain flooded the streets. The rain flooded the damaged many cars parked on the.,True,bengali
The rain flooded the streets. It damaged many cars parked on them.,The rain flooded the streets. The rain flooded the damaged many cars parked on the.,True,tamil
The rain flooded the streets. It damaged many cars parked on them.,The rain flooded the streets. The rain flooded the damaged many cars parked on the.,True,telugu
The rain flooded the streets. It damaged many cars parked on them.,The rain flooded the streets. The rain flooded the damaged many cars parked on the.,True,marathi
The rain flooded the streets. It damaged many cars parked on them.,The rain flooded the streets. The rain flooded the damaged many cars parked on the.,True,gujarati
The rain flooded the streets. It damaged many cars parked on them.,The rain flooded the streets. The rain flooded the damaged many cars parked on the.,True,kannada
The rain flooded the streets. It damaged many cars parked on them.,The rain flooded the streets. The rain flooded the damaged many cars parked on the.,True,malayalam
The rain flooded the streets. It damaged many cars parked on them.,The rain flooded the streets. The rain flooded the damaged many cars parked on the.,True,punjabi
The rain flooded the streets. It damaged many cars parked on them.,The rain flooded the streets. The rain flooded the damaged many cars parked on the.,True,odia
The rain flooded the streets. It damaged many cars parked on them.,The rain flooded the streets. The rain flooded the damaged many cars parked on the.,True,assamese
The wind blew hard. It knocked down the tree in the yard.,The wind blew hard. The wind blew hard knocked down the tree in the yard.,True,hindi
The wind blew hard. It knocked down the tree in the yard.,The wind blew hard. The wind blew hard knocked down the tree in the yard.,True,bengali
The wind blew hard. It knocked down the tree in the yard.,The wind blew hard. The wind blew hard knocked down the tree in the yard.,True,tamil
The wind blew hard. It knocked down the tree in the yard.,The wind blew hard. The wind blew hard knocked down the tree in the yard.,True,telugu
The wind blew hard. It knocked down the tree in the yard.,The wind blew hard. The wind blew hard knocked down the tree in the yard.,True,marathi
The wind blew hard. It knocked down the tree in the yard.,The wind blew hard. The wind blew hard knocked down the tree in the yard.,True,gujarati
The wind blew hard. It knocked down the tree in the yard.,The wind blew hard. The wind blew hard knocked down the tree in the yard.,True,kannada
The wind blew hard. It knocked down the tree in the yard.,The wind blew hard. The wind blew hard knocked down the tree in the yard.,True,malayalam
The wind blew hard. It knocked down the tree in the yard.,The wind blew hard. The wind blew hard knocked down the tree in the yard.,True,punjabi
The wind blew hard. It knocked down the tree in the yard.,The wind blew hard. The wind blew hard knocked down the tree in the yard.,True,odia
The wind blew hard. It knocked down the tree in the yard.,The wind blew hard. The wind blew hard knocked down the tree in the yard.,True,assamese
The sun set early. The children came home because of it.,The sun set early. The children came home because of the sun set early.,True,hindi
The sun set early. The children came home because of it.,The sun set early. The children came home because of the sun set early.,True,bengali
The sun set early. The children came home because of it.,The sun set early. The children came home because of the sun set early.,True,tamil
The sun set early. The children came home because of it.,The sun set early. The children came home because of the sun set early.,True,telugu
The sun set early. The children came home because of it.,The sun set early. The children came home because of the sun set early.,True,marathi
The sun set early. The children came home because of it.,The sun set early. The children came home because of the sun set early.,True,gujarati
The sun set early. The children came home because of it.,The sun set early. The children came home because of the sun set early.,True,kannada
The sun set early. The children came home because of it.,The sun set early. The children came home because of the sun set early.,True,malayalam
The sun set early. The children came home because of it.,The sun set early. The children came home because of the sun set early.,True,punjabi
The sun set early. The children came home because of it.,The sun set early. The children came home because of the sun set early.,True,odia
The sun set early. The children came home because of it.,The sun set early. The children came home because of the sun set early.,True,assamese
The river overflowed its banks. Villagers moved away from it.,The river overflowed its banks. Villagers moved away from the river overflowed the river overflowed its's.,True,hindi
The river overflowed its banks. Villagers moved away from it.,The river overflowed its banks. Villagers moved away from the river overflowed the river overflowed its's.,True,bengali
The river overflowed its banks. Villagers moved away from it.,The river overflowed its banks. Villagers moved away from the river overflowed the river overflowed its's.,True,tamil
The river overflowed its banks. Villagers moved away from it.,The river overflowed its banks. Villagers moved away from the river overflowed the river overflowed its's.,True,telugu
The river overflowed its banks. Villagers moved away from it.,The river overflowed its banks. Villagers moved away from the river overflowed the river overflowed its's.,True,marathi
The river overflowed its banks. Villagers moved away from it.,The river overflowed its banks. Villagers moved away from the river overflowed the river overflowed its's.,True,gujarati
The river overflowed its banks. Villagers moved away from it.,The river overflowed its banks. Villagers moved away from the river overflowed the river overflowed its's.,True,kannada
The river overflowed its banks. Villagers moved away from it.,The river overflowed its banks. Villagers moved away from the river overflowed the river overflowed its's.,True,malayalam
The river overflowed its banks. Villagers moved away from it.,The river overflowed its banks. Villagers moved away from the river overflowed the river overflowed its's.,True,punjabi
The river overflowed its banks. Villagers moved away from it.,The river overflowed its banks. Villagers moved away from the river overflowed the river overflowed its's.,True,odia
The river overflowed its banks. Villagers moved away from it.,The river overflowed its banks. Villagers moved away from the river overflowed the river overflowed its's.,True,assamese
The storm damaged the roof. The family repaired it the next week.,The storm damaged the roof. The family repaired the storm damaged the the next week.,True,hindi
The storm damaged the roof. The family repaired it the next week.,The storm damaged the roof. The family repaired the storm damaged the the next week.,True,bengali
The storm damaged the roof. The family repaired it the next week.,The storm damaged the roof. The family repaired the storm damaged the the next week.,True,tamil
The storm damaged the roof. The family repaired it the next week.,The storm damaged the roof. The family repaired the storm damaged the the next week.,True,telugu
The storm damaged the roof. The family repaired it the next week.,The storm damaged the roof. The family repaired the storm damaged the the next week.,True,marathi
The storm damaged the roof. The family repaired it the next week.,The storm damaged the roof. The family repaired the storm damaged the the next week.,True,gujarati
The storm damaged the roof. The family repaired it the next week.,The storm damaged the roof. The family repaired the storm damaged the the next week.,True,kannada
The storm damaged the roof. The family repaired it the next week.,The storm damaged the roof. The family repaired the storm damaged the the next week.,True,malayalam
The storm damaged the roof. The family repaired it the next week.,The storm damaged the roof. The family repaired the storm damaged the the next week.,True,punjabi
The storm damaged the roof. The family repaired it the next week.,The storm damaged the roof. The family repaired the storm damaged the the next week.,True,odia
The storm damaged the roof. The family repaired it the next week.,The storm damaged the roof. The family repaired the storm damaged the the next week.,True,assamese
The drought dried the lake. Farmers suffered greatly because of it.,The drought dried the lake. Farmers suffered greatly because of the drought dried the.,True,hindi
The drought dried the lake. Farmers suffered greatly because of it.,The drought dried the lake. Farmers suffered greatly because of the drought dried the.,True,bengali
The drought dried the lake. Farmers suffered greatly because of it.,The drought dried the lake. Farmers suffered greatly because of the drought dried the.,True,tamil
The drought dried the lake. Farmers suffered greatly because of it.,The drought dried the lake. Farmers suffered greatly because of the drought dried the.,True,telugu
The drought dried the lake. Farmers suffered greatly because of it.,The drought dried the lake. Farmers suffered greatly because of the drought dried the.,True,marathi
The drought dried the lake. Farmers suffered greatly because of it.,The drought dried the lake. Farmers suffered greatly because of the drought dried the.,True,gujarati
The drought dried the lake. Farmers suffered greatly because of it.,The drought dried the lake. Farmers suffered greatly because of the drought dried the.,True,kannada
The drought dried the lake. Farmers suffered greatly because of it.,The drought dried the lake. Farmers suffered greatly because of the drought dried the.,True,malayalam
The drought dried the lake. Farmers suffered greatly because of it.,The drought dried the lake. Farmers suffered greatly because of the drought dried the.,True,punjabi
The drought dried the lake. Farmers suffered greatly because of it.,The drought dried the lake. Farmers suffered greatly because of the drought dried the.,True,odia
The drought dried the lake. Farmers suffered greatly because of it.,The drought dried the lake. Farmers suffered greatly because of the drought dried the.,True,assamese
The snow covered the mountain. Climbers could not cross it.,The snow covered the mountain. Climbers could not cross the snow covered the.,True,hindi
The snow covered the mountain. Climbers could not cross it.,The snow covered the mountain. Climbers could not cross the snow covered the.,True,bengali
The snow covered the mountain. Climbers could not cross it.,The snow covered the mountain. Climbers could not cross the snow covered the.,True,tamil
The snow covered the mountain. Climbers could not cross it.,The snow covered the mountain. Climbers could not cross the snow covered the.,True,telugu
The snow covered the mountain. Climbers could not cross it.,The snow covered the mountain. Climbers could not cross the snow covered the.,True,marathi
The snow covered the mountain. Climbers could not cross it.,The snow covered the mountain. Climbers could not cross the snow covered the.,True,gujarati
The snow covered the mountain. Climbers could not cross it.,The snow covered the mountain. Climbers could not cross the snow covered the.,True,kannada
The snow covered the mountain. Climbers could not cross it.,The snow covered the mountain. Climbers could not cross the snow covered the.,True,malayalam
The snow covered the mountain. Climbers could not cross it.,The snow covered the mountain. Climbers could not cross the snow covered the.,True,punjabi
The snow covered the mountain. Climbers could not cross it.,The snow covered the mountain. Climbers could not cross the snow covered the.,True,odia
The snow covered the mountain. Climbers could not cross it.,The snow covered the mountain. Climbers could not cross the snow covered the.,True,assamese
The earthquake shook the city. People ran out of their buildings.,The earthquake shook the city. People ran out of the's buildings.,True,hindi
The earthquake shook the city. People ran out of their buildings.,The earthquake shook the city. People ran out of the's buildings.,True,bengali
The earthquake shook the city. People ran out of their buildings.,The earthquake shook the city. People ran out of the's buildings.,True,tamil
The earthquake shook the city. People ran out of their buildings.,The earthquake shook the city. People ran out of the's buildings.,True,telugu
The earthquake shook the city. People ran out of their buildings.,The earthquake shook the city. People ran out of the's buildings.,True,marathi
The earthquake shook the city. People ran out of their buildings.,The earthquake shook the city. People ran out of the's buildings.,True,gujarati
The earthquake shook the city. People ran out of their buildings.,The earthquake shook the city. People ran out of the's buildings.,True,kannada
The earthquake shook the city. People ran out of their buildings.,The earthquake shook the city. People ran out of the's buildings.,True,malayalam
The earthquake shook the city. People ran out of their buildings.,The earthquake shook the city. People ran out of the's buildings.,True,punjabi
The earthquake shook the city. People ran out of their buildings.,The earthquake shook the city. People ran out of the's buildings.,True,odia
The earthquake shook the city. People ran out of their buildings.,The earthquake shook the city. People ran out of the's buildings.,True,assamese
The volcano erupted suddenly. Villagers were evacuated from it.,The volcano erupted suddenly. Villagers were evacuated from the volcano erupted suddenly.,True,hindi
The volcano erupted suddenly. Villagers were evacuated from it.,The volcano erupted suddenly. Villagers were evacuated from the volcano erupted suddenly.,True,bengali
The volcano erupted suddenly. Villagers were evacuated from it.,The volcano erupted suddenly. Villagers were evacuated from the volcano erupted suddenly.,True,tamil
The volcano erupted suddenly. Villagers were evacuated from it.,The volcano erupted suddenly. Villagers were evacuated from the volcano erupted suddenly.,True,telugu
The volcano erupted suddenly. Villagers were evacuated from it.,The volcano erupted suddenly. Villagers were evacuated from the volcano erupted suddenly.,True,marathi
The volcano erupted suddenly. Villagers were evacuated from it.,The volcano erupted suddenly. Villagers were evacuated from the volcano erupted suddenly.,True,gujarati
The volcano erupted suddenly. Villagers were evacuated from it.,The volcano erupted suddenly. Villagers were evacuated from the volcano erupted suddenly.,True,kannada
The volcano erupted suddenly. Villagers were evacuated from it.,The volcano erupted suddenly. Villagers were evacuated from the volcano erupted suddenly.,True,malayalam
The volcano erupted suddenly. Villagers were evacuated from it.,The volcano erupted suddenly. Villagers were evacuated from the volcano erupted suddenly.,True,punjabi
The volcano erupted suddenly. Villagers were evacuated from it.,The volcano erupted suddenly. Villagers were evacuated from the volcano erupted suddenly.,True,odia
The volcano erupted suddenly. Villagers were evacuated from it.,The volcano erupted suddenly. Villagers were evacuated from the volcano erupted suddenly.,True,assamese
The hailstorm damaged the crops. The farmer was upset about it.,The hailstorm damaged the crops. The farmer was upset about the hailstorm damaged the.,True,hindi
The hailstorm damaged the crops. The farmer was upset about it.,The hailstorm damaged the crops. The farmer was upset about the hailstorm damaged the.,True,bengali
The hailstorm damaged the crops. The farmer was upset about it.,The hailstorm damaged the crops. The farmer was upset about the hailstorm damaged the.,True,tamil
The hailstorm damaged the crops. The farmer was upset about it.,The hailstorm damaged the crops. The farmer was upset about the hailstorm damaged the.,True,telugu
The hailstorm damaged the crops. The farmer was upset about it.,The hailstorm damaged the crops. The farmer was upset about the hailstorm damaged the.,True,marathi
The hailstorm damaged the crops. The farmer was upset about it.,The hailstorm damaged the crops. The farmer was upset about the hailstorm damaged the.,True,gujarati
The hailstorm damaged the crops. The farmer was upset about it.,The hailstorm damaged the crops. The farmer was upset about the hailstorm damaged the.,True,kannada
The hailstorm damaged the crops. The farmer was upset about it.,The hailstorm damaged the crops. The farmer was upset about the hailstorm damaged the.,True,malayalam
The hailstorm damaged the crops. The farmer was upset about it.,The hailstorm damaged the crops. The farmer was upset about the hailstorm damaged the.,True,punjabi
The hailstorm damaged the crops. The farmer was upset about it.,The hailstorm damaged the crops. The farmer was upset about the hailstorm damaged the.,True,odia
The hailstorm damaged the crops. The farmer was upset about it.,The hailstorm damaged the crops. The farmer was upset about the hailstorm damaged the.,True,assamese
The thunder scared the dog. It hid under the table.,The thunder scared the dog. The thunder scared the hid under the table.,True,hindi
The thunder scared the dog. It hid under the table.,The thunder scared the dog. The thunder scared the hid under the table.,True,bengali
The thunder scared the dog. It hid under the table.,The thunder scared the dog. The thunder scared the hid under the table.,True,tamil
The thunder scared the dog. It hid under the table.,The thunder scared the dog. The thunder scared the hid under the table.,True,telugu
The thunder scared the dog. It hid under the table.,The thunder scared the dog. The thunder scared the hid under the table.,True,marathi
The thunder scared the dog. It hid under the table.,The thunder scared the dog. The thunder scared the hid under the table.,True,gujarati
The thunder scared the dog. It hid under the table.,The thunder scared the dog. The thunder scared the hid under the table.,True,kannada
The thunder scared the dog. It hid under the table.,The thunder scared the dog. The thunder scared the hid under the table.,True,malayalam
The thunder scared the dog. It hid under the table.,The thunder scared the dog. The thunder scared the hid under the table.,True,punjabi
The thunder scared the dog. It hid under the table.,The thunder scared the dog. The thunder scared the hid under the table.,True,odia
The thunder scared the dog. It hid under the table.,The thunder scared the dog. The thunder scared the hid under the table.,True,assamese
The fog covered the road. The driver slowed down because of it.,The fog covered the road. The driver slowed down because of the fog covered the.,True,hindi
The fog covered the road. The driver slowed down because of it.,The fog covered the road. The driver slowed down because of the fog covered the.,True,bengali
The fog covered the road. The driver slowed down because of it.,The fog covered the road. The driver slowed down because of the fog covered the.,True,tamil
The fog covered the road. The driver slowed down because of it.,The fog covered the road. The driver slowed down because of the fog covered the.,True,telugu
The fog covered the road. The driver slowed down because of it.,The fog covered the road. The driver slowed down because of the fog covered the.,True,marathi
The fog covered the road. The driver slowed down because of it.,The fog covered the road. The driver slowed down because of the fog covered the.,True,gujarati
The fog covered the road. The driver slowed down because of it.,The fog covered the road. The driver slowed down because of the fog covered the.,True,kannada
The fog covered the road. The driver slowed down because of it.,The fog covered the road. The driver slowed down because of the fog covered the.,True,malayalam
The fog covered the road. The driver slowed down because of it.,The fog covered the road. The driver slowed down because of the fog covered the.,True,punjabi
The fog covered the road. The driver slowed down because of it.,The fog covered the road. The driver slowed down because of the fog covered the.,True,odia
The fog covered the road. The driver slowed down because of it.,The fog covered the road. The driver slowed down because of the fog covered the.,True,assamese
The cyclone hit the coast. It left behind a lot of damage.,The cyclone hit the coast. The cyclone hit the left behind a lot of damage.,True,hindi
The cyclone hit the coast. It left behind a lot of damage.,The cyclone hit the coast. The cyclone hit the left behind a lot of damage.,True,bengali
The cyclone hit the coast. It left behind a lot of damage.,The cyclone hit the coast. The cyclone hit the left behind a lot of damage.,True,tamil
The cyclone hit the coast. It left behind a lot of damage.,The cyclone hit the coast. The cyclone hit the left behind a lot of damage.,True,telugu
The cyclone hit the coast. It left behind a lot of damage.,The cyclone hit the coast. The cyclone hit the left behind a lot of damage.,True,marathi
The cyclone hit the coast. It left behind a lot of damage.,The cyclone hit the coast. The cyclone hit the left behind a lot of damage.,True,gujarati
The cyclone hit the coast. It left behind a lot of damage.,The cyclone hit the coast. The cyclone hit the left behind a lot of damage.,True,kannada
The cyclone hit the coast. It left behind a lot of damage.,The cyclone hit the coast. The cyclone hit the left behind a lot of damage.,True,malayalam
The cyclone hit the coast. It left behind a lot of damage.,The cyclone hit the coast. The cyclone hit the left behind a lot of damage.,True,punjabi
The cyclone hit the coast. It left behind a lot of damage.,The cyclone hit the coast. The cyclone hit the left behind a lot of damage.,True,odia
The cyclone hit the coast. It left behind a lot of damage.,The cyclone hit the coast. The cyclone hit the left behind a lot of damage.,True,assamese
The spring brought new flowers. The children played among them.,The spring brought new flowers. The children played among the.,True,hindi
The spring brought new flowers. The children played among them.,The spring brought new flowers. The children played among the.,True,bengali
The spring brought new flowers. The children played among them.,The spring brought new flowers. The children played among the.,True,tamil
The spring brought new flowers. The children played among them.,The spring brought new flowers. The children played among the.,True,telugu
The spring brought new flowers. The children played among them.,The spring brought new flowers. The children played among the.,True,marathi
The spring brought new flowers. The children played among them.,The spring brought new flowers. The children played among the.,True,gujarati
The spring brought new flowers. The children played among them.,The spring brought new flowers. The children played among the.,True,kannada
The spring brought new flowers. The children played among them.,The spring brought new flowers. The children played among the.,True,malayalam
The spring brought new flowers. The children played among them.,The spring brought new flowers. The children played among the.,True,punjabi
The spring brought new flowers. The children played among them.,The spring brought new flowers. The children played among the.,True,odia
The spring brought new flowers. The children played among them.,The spring brought new flowers. The children played among the.,True,assamese
The community planted trees. They watered them every morning.,The community planted trees. The watered the every morning.,True,hindi
The community planted trees. They watered them every morning.,The community planted trees. The watered the every morning.,True,bengali
The community planted trees. They watered them every morning.,The community planted trees. The watered the every morning.,True,tamil
The community planted trees. They watered them every morning.,The community planted trees. The watered the every morning.,True,telugu
The community planted trees. They watered them every morning.,The community planted trees. The watered the every morning.,True,marathi
The community planted trees. They watered them every morning.,The community planted trees. The watered the every morning.,True,gujarati
The community planted trees. They watered them every morning.,The community planted trees. The watered the every morning.,True,kannada
The community planted trees. They watered them every morning.,The community planted trees. The watered the every morning.,True,malayalam
The community planted trees. They watered them every morning.,The community planted trees. The watered the every morning.,True,punjabi
The community planted trees. They watered them every morning.,The community planted trees. The watered the every morning.,True,odia
The community planted trees. They watered them every morning.,The community planted trees. The watered the every morning.,True,assamese
The charity collected food. They distributed it to the poor.,The charity collected food. The distributed the charity collected food to the poor.,True,hindi
The charity collected food. They distributed it to the poor.,The charity collected food. The distributed the charity collected food to the poor.,True,bengali
The charity collected food. They distributed it to the poor.,The charity collected food. The distributed the charity collected food to the poor.,True,tamil
The charity collected food. They distributed it to the poor.,The charity collected food. The distributed the charity collected food to the poor.,True,telugu
The charity collected food. They distributed it to the poor.,The charity collected food. The distributed the charity collected food to the poor.,True,marathi
The charity collected food. They distributed it to the poor.,The charity collected food. The distributed the charity collected food to the poor.,True,gujarati
The charity collected food. They distributed it to the poor.,The charity collected food. The distributed the charity collected food to the poor.,True,kannada
The charity collected food. They distributed it to the poor.,The charity collected food. The distributed the charity collected food to the poor.,True,malayalam
The charity collected food. They distributed it to the poor.,The charity collected food. The distributed the charity collected food to the poor.,True,punjabi
The charity collected food. They distributed it to the poor.,The charity collected food. The distributed the charity collected food to the poor.,True,odia
The charity collected food. They distributed it to the poor.,The charity collected food. The distributed the charity collected food to the poor.,True,assamese
The neighbors helped each other. They fixed the broken wall together.,The neighbors helped each other. The neighbors helped each fixed the broken wall together.,True,hindi
The neighbors helped each other. They fixed the broken wall together.,The neighbors helped each other. The neighbors helped each fixed the broken wall together.,True,bengali
The neighbors helped each other. They fixed the broken wall together.,The neighbors helped each other. The neighbors helped each fixed the broken wall together.,True,tamil
The neighbors helped each other. They fixed the broken wall together.,The neighbors helped each other. The neighbors helped each fixed the broken wall together.,True,telugu
The neighbors helped each other. They fixed the broken wall together.,The neighbors helped each other. The neighbors helped each fixed the broken wall together.,True,marathi
The neighbors helped each other. They fixed the broken wall together.,The neighbors helped each other. The neighbors helped each fixed the broken wall together.,True,gujarati
The neighbors helped each other. They fixed the broken wall together.,The neighbors helped each other. The neighbors helped each fixed the broken wall together.,True,kannada
The neighbors helped each other. They fixed the broken wall together.,The neighbors helped each other. The neighbors helped each fixed the broken wall together.,True,malayalam
The neighbors helped each other. They fixed the broken wall together.,The neighbors helped each other. The neighbors helped each fixed the broken wall together.,True,punjabi
The neighbors helped each other. They fixed the broken wall together.,The neighbors helped each other. The neighbors helped each fixed the broken wall together.,True,odia
The neighbors helped each other. They fixed the broken wall together.,The neighbors helped each other. The neighbors helped each fixed the broken wall together.,True,assamese
The village held a meeting. They discussed the water problem at it.,The village held a meeting. The discussed the water problem at the village held a.,True,hindi
The village held a meeting. They discussed the water problem at it.,The village held a meeting. The discussed the water problem at the village held a.,True,bengali
The village held a meeting. They discussed the water problem at it.,The village held a meeting. The discussed the water problem at the village held a.,True,tamil
The village held a meeting. They discussed the water problem at it.,The village held a meeting. The discussed the water problem at the village held a.,True,telugu
The village held a meeting. They discussed the water problem at it.,The village held a meeting. The discussed the water problem at the village held a.,True,marathi
The village held a meeting. They discussed the water problem at it.,The village held a meeting. The discussed the water problem at the village held a.,True,gujarati
The village held a meeting. They discussed the water problem at it.,The village held a meeting. The discussed the water problem at the village held a.,True,kannada
The village held a meeting. They discussed the water problem at it.,The village held a meeting. The discussed the water problem at the village held a.,True,malayalam
The village held a meeting. They discussed the water problem at it.,The village held a meeting. The discussed the water problem at the village held a.,True,punjabi
The village held a meeting. They discussed the water problem at it.,The village held a meeting. The discussed the water problem at the village held a.,True,odia
The village held a meeting. They discussed the water problem at it.,The village held a meeting. The discussed the water problem at the village held a.,True,assamese
The students raised funds. They donated them to the school library.,The students raised funds. The students raised funds donated the students raised funds to the school library.,True,hindi
The students raised funds. They donated them to the school library.,The students raised funds. The students raised funds donated the students raised funds to the school library.,True,bengali
The students raised funds. They donated them to the school library.,The students raised funds. The students raised funds donated the students raised funds to the school library.,True,tamil
The students raised funds. They donated them to the school library.,The students raised funds. The students raised funds donated the students raised funds to the school library.,True,telugu
The students raised funds. They donated them to the school library.,The students raised funds. The students raised funds donated the students raised funds to the school library.,True,marathi
The students raised funds. They donated them to the school library.,The students raised funds. The students raised funds donated the students raised funds to the school library.,True,gujarati
